0, Been inside Guadalupe Hall
0, Played games in the Roost
0, Pulled an all-nighter at the JPL
0, Been inside Chisolm Hall
0, Bought something from the Studen Union Campus store
0, Reserved a study room in the Libray
0, Visted all 4 floors of the Library
0, Been to a UTSA inturmerual game at the REC
0, Used the Shuttle system to get around campus
0, Walked around the underground tunnel in the Main Building
