0, Went to Greek night at Reve
0, Attended a Frat darty
0, Raved at a house party
0, Halloween at 1902
0, Got into Hyde with your student ID
0, Danced at Cowboys
0, Went to College Night at Burnhouse
0, Dive Monday, bro Dive Monday
0, Hopped around St.Marys street
0, Ordered a fake ID 
